,added_by,apc_fun_url,apc_funding,can_deposit_be_waived,country,country_inclusive,country_names,creators,date,date_made_open,date_of_deposit,datestamp,deposit_of_item,dir,documents,embargo_hum_soc,embargo_sci_tech_med,eprint_status,eprintid,gold_oa_options,iliege_hefce_model,journal_article_version,last_revision,lastmod,locus_of_deposit,making_deposit_open,mandate_content_types,maximal_embargo_waivable,metadata_visibility,open_access_waivable,open_licensing_conditions,policy_adoption,policy_colour,policy_comments,policy_effecive,policy_url,policymaker_name,policymaker_type,policymaker_url,repository_url,research_process_comments,rev_number,rights_holding,rights_retention_waivable,source_of_policy,status_changed,succeeds,title,type,uri,userid,waive_open_access
34,EOS,https://osc.hul.harvard.edu/hope,institutional_funding,no,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,42012.54889,required,disk0/00/00/06/52,,not_specified,not_specified,archive,652,permitted,not_specified,author_final,,42209.35507,institution_repo,required,['manuscript'],not_applicable,show,yes,other,2014-12,,,2014-12,https://osc.hul.harvard.edu/shorensteinpolicy,Harvard University Shorenstein Center on Media Politics and Public Policy,research_org,http://shorensteincenter.org/,https://osc.hul.harvard.edu/dash/,,8,author_grants,yes,faculty,1/8/2015 13:10,,"Harvard University Shorenstein Center on Media, Politics and Public Policy",article,http://roarmap.eprints.org/id/eprint/652,65,yes
35,EOS,,not_mentioned,not_applicable,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,embarg,41988.92402,requested,disk0/00/00/04/80,,not_specified,12m,archive,480,not_specified,yes,author_final,41315,42209.35476,suject_repo,required,['manuscript'],not_applicable,show,no,no_req,11/6/2007,green,"To be made available ""as soon as reasonably possible after publication, and in any event within twelve months of publication""",1/1/2008,http://www.hhmi.org/sites/default/files/About/Policies/sc320-public-access-to-publications.pdf,Howard Hughes Medical Institute,funder_and_research_org,http://www.hhmi.org/,http://www.ncbi.nlm.nih.gov/pmc/,,5,author_retains,not_applicable,not_specified,12/15/2014 22:10,,Howard Hughes Medical Institute,article,http://roarmap.eprints.org/id/eprint/480,1,no
36,,,not_mentioned,not_applicable,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,publication,not_specified,43122.50063,requested,disk0/00/00/17/56,,not_specified,0m,archive,1756,permitted,not_specified,published,43116,43122.50063,any_repo,required,"['manuscript', 'book', 'book_section', 'data']",not_applicable,show,yes,req_cc_by_nc,12/30/2017,,"1) The data curation activities, in part, from our mission to gather, index, and make available intellectual content of the IndraStra Global community through IGOR.

2) The primary purpose of hosting data in IGOR is to facilitate data sharing for the purposes of data reuse and contributing to open science.

3) The researcher shall deposit their published articles (e.g. pdf, .doc, .docx) on IGOR following the legal aspects on self-archiving and Open Access to repositories.

4) Data deposited in IGOR will be in a static, “final” state, though there are no restrictions on uploading new or updated versions of a dataset. Data producers interested in the periodic preservation of continuously updated (streaming) data should contact the IndraStra Global Open Repository Administrator i.e., IGOR Administrator (igor@indrastra.com) to discuss best practices for curating streaming data.

5) IndraStra Global is committed to maintaining and preserving access to the content in IGOR and ensuring that all of the files in the repository are retrievable. Our Minimum Deposit Requirements (specifically, our requirement for non­proprietary representations of datasets) are meant to facilitate the long­term preservation and accessibility of content in the repository.

5.1) Minimum Deposit Requirements

In order to make deposited datasets usable by others, IGOR has a minimum set of requirements that all data deposits must meet.

5.1.1.) Each data file must be presented with at least a minimal data dictionary that describes the data elements presented in the data file. The data dictionary must be submitted in a non­proprietary format (e.g. .txt, .tif).

5.1.2) Data files must be presented, where possible, in a non­proprietary format (e.g. .txt, .tif). IGOR will accept proprietary file formats where non­proprietary formats are not available or where non­proprietary formatting makes the data file substantially less usable. Proprietary formats may be submitted alongside non­proprietary formats to facilitate near­term reuse of data.

5.1.3) Deposited datasets must be presented with sufficient documentation to describe the deposited dataset or data collection in the form of a readme file. Such documentation should, at the minimum, include a description of the files in the data collection and be presented as a text file. IGOR Administrator can provide guidance and assistance for providing non­proprietary formats/formatting and the creation of data dictionaries and readme files.

6) The upper limit on uploading individual files is 50GB per Data Set. For files larger than 50GB, IGOR Administrator will work with the service provider (Zenodo) to determine whether and how IGOR can accommodate these files.",1/10/2018,https://www.indrastra.com/p/igor.html,IGOR Administrator,multiple_research_orgs,https://www.indrastra.com/p/igor.html,https://zenodo.org/communities/igor/,,6,author_retains,not_applicable,administrative,1/22/2018 12:00,,IGOR Administrator,article,http://roarmap.eprints.org/id/eprint/1756,5279,no
37,,http://www2.ulib.iupui.edu/digitalscholarship/oafund,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,on_deposit,publication,42339.6738,required,disk0/00/00/09/36,,not_specified,not_specified,archive,936,not_specified,not_specified,author_final,,42339.6738,institution_repo,required,['manuscript'],yes,show,yes,no_req,10/7/2014,,,10/7/2014,https://openaccess.iupui.edu/policy,IUPUI,research_org,http://www.iupui.edu/,https://scholarworks.iupui.edu/,,4,author_retains,yes,faculty,12/1/2015 16:10,,IUPUI,article,http://roarmap.eprints.org/id/eprint/936,1235,yes
38,,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,publication,publication,42122.59519,required,disk0/00/00/07/56,,not_specified,not_specified,archive,756,not_specified,not_specified,author_final,,42209.35536,institution_repo,required,['manuscript'],not_applicable,show,yes,not_specified,4/13/2015,,,4/13/2015,http://://www.ipfw.edu/committees/senate/documents/,Indiana University-Purdue University Fort Wayne,research_org,http://library.ipfw.edu/,http://opus.ipfw.edu/,,8,author_grants,yes,faculty,4/28/2015 14:17,,Indiana University-Purdue University Fort Wayne,article,http://roarmap.eprints.org/id/eprint/756,730,yes
39,EOS,http://ulib.iupui.edu/digitalscholarship/oafund,institutional_funding,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,acceptance,41988.92402,required,disk0/00/00/04/81,,not_specified,not_specified,archive,481,permitted,not_specified,author_final,,42209.35476,institution_repo,required,['manuscript'],not_applicable,show,yes,req_cc_by_nc,4/5/2009,green,"nonexclusive, irrevocable, paid-up, worldwide license to exercise any and all rights under copyright….If, for whatever reason, this is not deemed appropriate library faculty are encouraged to grant a Creative Commons Attribution-Noncommercial-No Derivative Works license for the article.",,http://www.ulib.iupui.edu/OAMandate,Indiana University-Purdue University Indianapolis (IUPUI) Library,research_org_subunit,http://www.ulib.iupui.edu/,https://scholarworks.iupui.edu/,,5,author_grants,yes,faculty,12/15/2014 22:10,,Indiana University-Purdue University Indianapolis (IUPUI) Library,article,http://roarmap.eprints.org/id/eprint/481,1,yes
40,EOS,,not_mentioned,no,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,acceptance,41988.92402,required,disk0/00/00/04/82,,12m,12m,archive,482,not_specified,not_specified,author_final,,42209.35476,institution_repo,required,['manuscript'],not_specified,show,no,no_req,1/1/2012,green,,,http://ies.ed.gov/funding/researchaccess.asp,Institute of Education Sciences,funder_and_research_org,http://ies.ed.gov/,http://eric.ed.gov/,,5,author_retains,not_applicable,not_specified,12/15/2014 22:10,,Institute of Education Sciences,article,http://roarmap.eprints.org/id/eprint/482,1,not_specified
41,EOS,,not_mentioned,not_applicable,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,on_deposit,pub_permit,41988.92403,requested,disk0/00/00/04/84,,not_specified,not_specified,archive,484,not_specified,not_specified,not_specified,,42209.35476,institution_repo,required,['other'],not_applicable,show,not_applicable,not_specified,4/15/2011,green,Resolution rather than policy.,10/1/2011,http://library.lafayette.edu/oaresolution,Lafayette College,research_org,http://www.lafayette.edu/,http://dspace.lafayette.edu/,"Verified by Terese Heidenwolf
Email: heidenwt@lafayette.edu
02/10/14",8,author_grants,not_specified,faculty,12/15/2014 22:10,,Lafayette College,article,http://roarmap.eprints.org/id/eprint/484,326,not_applicable
42,,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,pub_permit,publication,43028.71192,required,disk0/00/00/17/10,,not_specified,not_specified,archive,1710,not_specified,no,author_final,,43028.71192,institution_repo,recommended,['manuscript'],not_applicable,show,yes,req_open,10/11/2017,,,,https://luthersem.libguides.com/oapolicy,Luther Seminary,research_org,http://www.luthersem.edu/,http://digitalcommons.luthersem.edu/,,5,author_retains,not_applicable,faculty,10/20/2017 17:05,,Luther Seminary,article,http://roarmap.eprints.org/id/eprint/1710,5000,yes
43,EOS,http://libraries.mit.edu/scholarly/mit-open-access/open-access-at-mit/mit-open-access-publishing-fund/,institutional_funding,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,publication,publication,41988.92403,required,disk0/00/00/04/86,,not_specified,not_specified,archive,486,not_specified,not_specified,author_final,,42209.35476,institution_repo,required,['manuscript'],not_applicable,show,yes,other,3/18/2009,green,"nonexclusive, irrevocable, paid-up, worldwide license to exercise any and all rights under copyright",3/18/2009,http://libraries.mit.edu/scholarly/mit-open-access/open-access-at-mit/mit-open-access-policy/,Massachusetts Institute of Technology,research_org,http://web.mit.edu/,http://dspace.mit.edu/,Further info found in FAQs http://libraries.mit.edu/scholarly/mit-open-access/open-access-at-mit/mit-open-access-policy/mit-faculty-open-access-policy-faq/,5,author_retains,not_applicable,faculty,12/15/2014 22:10,,Massachusetts Institute of Technology,article,http://roarmap.eprints.org/id/eprint/486,1,yes
44,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,pub_permit,publication,41988.92403,required,disk0/00/00/04/87,,not_specified,not_specified,archive,487,not_specified,not_specified,author_final,,42209.35476,institution_repo,required,['manuscript'],not_applicable,show,yes,other,4/18/2012,green,"nonexclusive, irrevocable, worldwide license",,http://www.lib.miamioh.edu/policies/others/open_access_policy,Miami University (Ohio) Libraries,research_org_subunit,http://www.lib.miamioh.edu/,http://sc.lib.miamioh.edu/,"Verified by Jen Waller
Interdisciplinary Librarian
Email: jenwaller@miamioh.edu
10/11/14",7,author_retains,not_applicable,faculty,12/15/2014 22:10,,Miami University (Ohio) Libraries,article,http://roarmap.eprints.org/id/eprint/487,1,yes
45,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92403,required,disk0/00/00/04/88,,not_specified,not_specified,archive,488,not_specified,not_specified,not_specified,,42209.35476,institution_repo,not_mentioned,['not_specified'],not_applicable,show,not_applicable,other,2014-01,green,Microsoft Research retains a license to make our Works available to the research community in our online Microsoft Research open-access repository,,http://research.microsoft.com/en-us/help/openaccess.aspx,Microsoft Research,funder_and_research_org,http://research.microsoft.com/en-us/,,,6,inst_retains,not_applicable,administrative,12/15/2014 22:10,,Microsoft Research,article,http://roarmap.eprints.org/id/eprint/488,1,not_specified
46,,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,on_deposit,pub_permit,42668.63623,requested,disk0/00/00/11/66,,not_specified,not_specified,archive,1166,not_specified,not_specified,author_final,,42668.63623,institution_repo,recommended,['manuscript'],not_specified,show,not_specified,not_specified,11/7/2014,,,1/1/2015,http://openaccess.muhlenberg.edu/,Muhlenberg College,research_org,http://www.muhlenberg.edu/,http://sal.muhlenberg.edu:8080/librarydspace/handle/10718/7,,4,author_retains,not_specified,faculty,10/25/2016 15:16,,Muhlenberg College,article,http://roarmap.eprints.org/id/eprint/1166,2789,yes
47,EOS,,researcher_grants,no,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,publication,41988.92404,required,disk0/00/00/04/91,,not_specified,12m,archive,491,permitted,yes,author_final,,42209.35477,suject_repo,required,['manuscript'],not_specified,show,no,other,,green,"[1] ""Compliance with the NIH Public Access Policy is not a factor in the scientific and technical merit evaluation of grant applications. Non-compliance will be addressed administratively, and may delay or prevent awarding of funds.""   [2] ""We will grant exceptions only under the most extreme circumstances, such as death of the sole author."" [3] Fair Use, rather than an OA license",4/7/2008,http://publicaccess.nih.gov/,National Institutes of Health,funder_and_research_org,http://publicaccess.nih.gov/policy.htm,http://www.ncbi.nlm.nih.gov/pmc/,,5,author_retains,not_applicable,administrative,12/15/2014 22:10,,National Institutes of Health,article,http://roarmap.eprints.org/id/eprint/491,1,no
48,,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,pub_permit,other,43167.93015,required,disk0/00/00/17/69,,not_specified,not_specified,archive,1769,permitted,no,other,42450,43167.93015,institution_repo,required,"['manuscript', 'other']",not_specified,show,not_specified,req_cc_by_nc,3/10/2016,,,3/10/2016,http://www.neiu.edu/about/sites/neiu.edu.about/files/documents/mmhanna/University%20Policy_A2_OpenAcessPolicy.pdf,Northeastern Illinois University,research_org,http://www.neiu.edu,https://neiudc.neiu.edu,,4,author_grants,not_specified,faculty,3/8/2018 22:19,,Northeastern Illinois University,article,http://roarmap.eprints.org/id/eprint/1769,5341,not_specified
49,,http://www.ulib.niu.edu/find/OpenAccessPublishing.cfm,institutional_funding,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,publication,publication,42187.33608,required,disk0/00/00/07/93,,not_specified,not_specified,archive,793,permitted,no,author_final,,42209.35541,institution_repo,required,['manuscript'],yes,show,yes,not_specified,12/3/2014,,"Open Access Policy for NIU-produced published journal articles
In accordance with State of Illinois Public Act 098-0295, the Open Access to Research Articles Act, all Illinois public universities are required to make research produced by its faculty accessible to all.
Each faculty member is strongly encouraged to retain all copyright rights for all scholarly articles that they publish or produce.
Each faculty member grants Northern Illinois University permission to make available his or her scholarly articles and grants Northern Illinois University license to exercise any and all rights under copyright relating to each of his or her scholarly articles provided these are not sold.
This policy applies to all scholarly articles authored or co-authored while the person is a member of the faculty except for any articles published before the adoption of this policy and any articles for which the faculty member entered into an incompatible licensing or assignment agreement before the adoption of this policy. This policy does not transfer copyright ownership, which remains with faculty authors under existing Northern Illinois University policy, unless the author chooses to transfer the copyright to a publisher.
Application of the license will be waived for a particular article or access delayed for a specified period of time upon expressed direction by a Faculty member to Northern Illinois University.
To assist the university in disseminating and archiving the articles, each faculty member will provide an electronic copy of his or her final version of the article to Northern Illinois University by the date of its publication. Northern Illinois University will make the articles available in an open access repository, Huskie Commons. When appropriate, a faculty member may instead notify Northern Illinois University if the article will be freely available in another repository or as an open-access publication.
The University Council, in consultation with the Office of the Executive Vice President and Provost, will review the policy within three years, and present a report to the faculty. The faculty calls upon the University Council and Northern Illinois University to develop and monitor mechanisms that would render implementation and compliance with the policy as convenient for the faculty as possible.",12/3/2014,http://www.niu.edu/provost/policies/appm/I13.pdf,Northern Illinois University,research_org,http://www.niu.edu/index.shtml,http://commons.lib.niu.edu/,,7,author_retains,yes,faculty,7/2/2015 8:03,,Northern Illinois University,article,http://roarmap.eprints.org/id/eprint/793,943,yes
50,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,41988.92404,required,disk0/00/00/04/92,,not_specified,not_specified,archive,492,not_specified,not_specified,author_final,,42209.35477,institution_repo,recommended,['manuscript'],not_applicable,show,yes,other,11/18/2009,green,"Referred to as both policy and resolution.  ""irrevocable, nonexclusive, paid-up, worldwide license to exercise all rights under copyright""",,http://oberlin.edu/library/programs/openaccess/resolution.html,Oberlin College,research_org,https://home.oberlin.edu/,http://ohio5.openrepository.com/ohio5/handle/11282/293015,,5,author_retains,not_applicable,faculty,12/15/2014 22:10,,Oberlin College,article,http://roarmap.eprints.org/id/eprint/492,1,yes
51,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,on_deposit,not_specified,41988.92404,required,disk0/00/00/04/93,,not_specified,not_specified,archive,493,not_specified,not_specified,author_final,41438,42209.35477,institution_repo,required,['manuscript'],not_specified,show,not_specified,other,6/13/2013,green,"""nonexclusive, irrevocable, 
royalty-free, worldwide license to exercise 
any and all rights under copyright""",6/13/2013,http://cdss.library.oregonstate.edu/sites/default/files/osu_openacesspolicy_final_single_page.pdf,Oregon State University,research_org,http://oregonstate.edu/,http://ir.library.oregonstate.edu,"Verified by Steve Van Tuyl
Email: ScholarsArchive <ScholarsArchive@oregonstate.edu>
07/10/14",8,author_grants,yes,faculty,12/15/2014 22:10,,Oregon State University,article,http://roarmap.eprints.org/id/eprint/493,328,yes
52,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,other,other,41988.92404,not_specified,disk0/00/00/04/94,,not_specified,not_specified,archive,494,permitted,not_specified,not_specified,40863,42209.35477,institution_repo,other,['other'],not_applicable,show,not_applicable,no_req,2/12/2010,green,"The College of Oceanic and Atmospheric Sciences first passed the policy, followed by the Department of Geosciences; the two departments merged and the policy language was updated in November 2011; policy was passed by the Dean's Advisory Council; deposit is ""supported"" ""as soon as practical""; articles, reports, book chapters, conference presentations, and conference proceedings are listed as ""scholarly work""; policy grants a non-exclusive license",3/31/2010,http://ceoas.oregonstate.edu/facultystaff/files/Open_Access_Policy.pdf,Oregon State University College of Oceanic and Atmospheric Sciences,research_org_subunit,http://ceoas.oregonstate.edu/,http://ir.library.oregonstate.edu/xmlui/handle/1957/1309,,6,none,not_applicable,other,12/15/2014 22:10,,Oregon State University College of Oceanic and Atmospheric Sciences,article,http://roarmap.eprints.org/id/eprint/494,328,not_specified
53,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,other,publication,41988.92404,not_specified,disk0/00/00/04/95,,not_specified,not_specified,archive,495,permitted,not_specified,other,40130,42209.35477,institution_repo,other,['other'],not_applicable,show,not_applicable,no_req,3/6/2009,green,"Policy ""encourages"" nonexclusive license; articles, reports, book chapters, conference presentations, and conference proceedings are listed as ""scholarly work"" that falls under policy; faculty encouraged to deposit ""whatever version the publisher allows""",,http://ir.library.oregonstate.edu/xmlui/bitstream/handle/1957/10850/Library%20Faculty%20Open%20Access%20Policy%2020091113%20revision.pdf?sequence=7,Oregon State University Library Faculty,research_org_subunit,http://osulibrary.oregonstate.edu/,http://ir.library.oregonstate.edu/xmlui/,,6,none,not_applicable,faculty,12/15/2014 22:10,,Oregon State University Library Faculty,article,http://roarmap.eprints.org/id/eprint/495,328,not_specified
54,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,42115.56795,requested,disk0/00/00/07/47,,not_specified,not_specified,archive,747,not_specified,not_specified,not_specified,,42209.35535,institution_repo,not_mentioned,['not_specified'],not_specified,show,not_specified,not_specified,12/8/2011,,,,http://www.pacificu.edu/sites/default/files/documents/PU_OA_Resolution_Approved.pdf,Pacific University,research_org,http://www.pacificu.edu/,http://commons.pacificu.edu/,,7,not_mentioned,not_specified,faculty,4/21/2015 13:37,,Pacific University,article,http://roarmap.eprints.org/id/eprint/747,677,not_specified
55,Penn State University,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,42093.54845,requested,disk0/00/00/07/14,,not_specified,not_specified,archive,714,not_specified,no,author_final,,42209.35519,any_repo,recommended,['manuscript'],not_applicable,show,not_specified,not_specified,2/11/2015,,,2/11/2015,http://www.libraries.psu.edu/psul/pubcur/LFOandOA/Libraries_OA_Policy_Notes.html,Penn State University Libraries,research_org,http://www.libraries.psu.edu,https://scholarsphere.psu.edu/,,8,author_grants,not_specified,faculty,3/30/2015 13:09,,Penn State University Libraries,article,http://roarmap.eprints.org/id/eprint/714,465,not_specified
56,EOS,,not_mentioned,not_applicable,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92405,requested,disk0/00/00/04/96,,not_specified,not_specified,archive,496,not_specified,not_specified,not_specified,,42209.35477,institution_repo,recommended,['manuscript'],not_applicable,show,yes,no_req,3/24/2011,green,"At the time of the policy, Princeton didn't have an IR, so the ""committee recommend[ed] the creation of a University ‘repository’""; policy grants a non-exclusive license",,http://www.cs.princeton.edu/~appel/open-access-report.pdf,Princeton University,research_org,http://www.princeton.edu/,http://dataspace.princeton.edu/jspui/,,5,none,not_applicable,faculty,12/15/2014 22:10,,Princeton University,article,http://roarmap.eprints.org/id/eprint/496,1,yes
57,EOS,,researcher_grants,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,publication,publication,41988.92405,required,disk0/00/00/04/97,,not_specified,not_specified,archive,497,not_specified,no,author_final,,42209.35478,institution_repo,required,['manuscript'],not_specified,show,yes,no_req,4/18/2012,green,,4/18/2012,http://openaccess.rice.edu/rice-faculty-senate-policy/,Rice University,research_org,http://www.rice.edu/,http://scholarship.rice.edu/,"Verified by Lisa Spiro 
Email: lspiro@rice.edu
09/10/14",8,author_retains,not_specified,faculty,12/15/2014 22:10,,Rice University,article,http://roarmap.eprints.org/id/eprint/497,329,yes
58,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,not_specified,41988.92405,required,disk0/00/00/04/98,,longer,longer,archive,498,not_specified,not_specified,author_final,40234,42209.35478,institution_repo,recommended,['manuscript'],not_specified,show,not_specified,not_specified,2/25/2010,green,"Policy grants non-exclusive license ""for the purpose of open dissemination""; works are embargoed ""until it has appeared either in print or online at the publisher’s web 
site, whichever comes first""",2/25/2010,http://scholarship.rollins.edu/open_access_policy.pdf,Rollins College,research_org,http://www.rollins.edu/,http://scholarship.rollins.edu,"Verified by Angelina Altobellis 
Email: AALTOBELLIS@Rollins.edu
03/10/14",7,not_mentioned,not_specified,faculty,12/15/2014 22:10,,Rollins College,article,http://roarmap.eprints.org/id/eprint/498,1,yes
59,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,pub_permit,publication,41988.92405,required,disk0/00/00/04/99,,not_specified,not_specified,archive,499,not_specified,no,author_final,2014-10,42209.35478,institution_repo,recommended,"['manuscript', 'other']",not_applicable,show,yes,no_req,10/19/2012,green,"Excerpted from policy, codified in the University's Policy Library; see http://policies.rutgers.edu/50317-currentpdf for complete text:  ""This Policy shall apply to all members of the faculty, as well as Rutgers graduate and post-doctoral students, while they are employed by, or enrolled at, Rutgers (hereinafter “Scholar”). Each Scholar grants to Rutgers University a nonexclusive, irrevocable, royalty-free worldwide license to exercise any and all rights under copyright relating to each of his or her scholarly articles, as defined below, in any medium, provided that the articles are not sold for a profit, solely for the purpose of providing and maintaining public access to them. The term “scholarly articles” generally refers to peer-reviewed journal articles or conference proceedings created without expectation of payment. It does not include books, commissioned articles, artworks, popular writings, fiction, poetry or pedagogical materials such as lecture notes and videos, case studies and the like ... The University also commits to educating students at the graduate level in the principles and practices of Open Access.""

SOAR (Scholarly Open Access at Rutgers) has been developed to facilitate policy implementation:  http://soar.rutgers.edu/",9/1/2015,http://policies.rutgers.edu/50317-currentpdf,Rutgers The State University of New Jersey,research_org,https://www.rutgers.edu/,https://rucore.libraries.rutgers.edu/,,8,author_grants,yes,other,12/15/2014 22:10,,"Rutgers, The State University of New Jersey",article,http://roarmap.eprints.org/id/eprint/499,330,yes
60,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,embargo,embarg,41988.92405,not_specified,disk0/00/00/05/00,,not_specified,not_specified,archive,500,not_specified,not_specified,published,2012,42209.35478,institution_repo,other,['etd'],not_applicable,show,not_applicable,no_req,,red,"Thesis policy; language in ROARMAP isn't current and the ETD thesis guidelines are the closest thing to policy I could find; making the whole work OA is student's choice, but the work must be in the IR; ""license agreement allows students to communicate the level of access they want others to have to their thesis in the SJSU library catalog""",,http://www.sjsu.edu/gradstudies/docs/thesis_guidelines.pdf,San Jose State University,research_org_subunit,http://www.sjsu.edu/,http://scholarworks.sjsu.edu/,,6,none,not_applicable,not_specified,12/15/2014 22:10,,San Jose State University,article,http://roarmap.eprints.org/id/eprint/500,1,not_specified
61,Smith College,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,on_deposit,not_specified,42208.9486,requested,disk0/00/00/08/32,,not_specified,not_specified,archive,832,not_specified,not_specified,author_final,,42287.61034,institution_repo,required,['not_specified'],not_specified,show,yes,req_cc_by,4/22/2015,,,4/22/2015,http://www.smith.edu/libraries/info/open-access,Smith College,research_org,,,,7,author_retains,not_specified,faculty,7/23/2015 22:45,,Smith College,article,http://roarmap.eprints.org/id/eprint/832,984,yes
62,EOS,,not_mentioned,not_specified,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,not_specified,41988.92405,not_specified,disk0/00/00/05/01,,not_specified,not_specified,archive,501,not_specified,not_specified,not_specified,,42209.35479,not_specified,not_mentioned,['not_specified'],not_applicable,show,not_specified,not_specified,8/22/2013,pink,No official policy yet: OSTP Directive available here: http://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf; directive effective on 2013-02-22 and draft policy due 2013-08-22; per 2014-03-24 document (http://www.whitehouse.gov/sites/default/files/microsites/ostp/OpenAccess_March-2014.pdf) draft policies have been filed for review; policy effective date pending publication date of the agency’s final plan,,Pending review by OSTP and the Office of Management and Budget,Smithsonian Institution,research_org,http://www.si.edu/,,"Because the Smithsonian delivered a draft policy that is still undergoing review, policy language isn't available and while the Directive provides some guidelines it is unclear what shape the policy will take until it is made publicly available",5,not_mentioned,not_applicable,administrative,12/15/2014 22:10,,Smithsonian Institution,article,http://roarmap.eprints.org/id/eprint/501,1,not_specified
63,Northeastern University,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,pub_permit,embarg,42578.87902,required,disk0/00/00/11/19,,not_specified,not_specified,archive,1119,not_specified,no,author_final,,42578.87902,institution_repo,required,"['manuscript', 'other']",not_specified,show,not_specified,not_specified,6/22/2016,,,6/22/2016,https://library.northeastern.edu/about/mission-quick-facts#openaccess,Snell Library,research_org_subunit,http://library.northeastern.edu/,https://repository.library.northeastern.edu/,,4,author_grants,not_specified,administrative,7/27/2016 21:05,,Snell Library,article,http://roarmap.eprints.org/id/eprint/1119,2131,not_specified
64,EOS,,not_mentioned,yes,840,"['un_geoscheme', 19, 21, 840]","['Americas', 'Northern America', 'United States of America']",,,not_mentioned,publication,41988.92405,required,disk0/00/00/05/02,,not_specified,not_specified,archive,502,not_specified,not_specified,author_final,,42209.3548,institution_repo,recommended,['manuscript'],not_applicable,show,yes,no_req,6/10/2008,green,Policy grants a non-exclusive license,6/25/2008,https://ed.stanford.edu/faculty-research/open-archive/open-access-motion,Stanford University School of Education,research_org_subunit,https://ed.stanford.edu/,https://openarchive.stanford.edu/,,5,none,not_applicable,faculty,12/15/2014 22:10,,Stanford University School of Education,article,http://roarmap.eprints.org/id/eprint/502,1,yes
